preset,z,E_lcdm
vacuum_plus_matter,0.36516251722689796,1.219190860885587
vacuum_plus_matter,0.3403935662256574,1.2014952250689244
vacuum_plus_matter,0.3160740129524968,1.1845018881119447
vacuum_plus_matter,0.29219570371863113,1.1681891213292495
vacuum_plus_matter,0.26875063277247313,1.1525355717125578
vacuum_plus_matter,0.24573093961552184,1.137520260985936
vacuum_plus_matter,0.22312890636694993,1.1231225856099414
vacuum_plus_matter,0.20093695517600718,1.109322317626488
vacuum_plus_matter,0.17914764568137076,1.0960996062306796
vacuum_plus_matter,0.1577536725165951,1.083434979951886
vacuum_plus_matter,0.13674786286081786,1.0713093493240076
vacuum_plus_matter,0.11612317403390882,1.0597040099242414
vacuum_plus_matter,0.09587269113524877,1.0486006456607015
vacuum_plus_matter,0.07598962472535042,1.0379813321919105
vacuum_plus_matter,0.056467308549542405,1.0278285403653837
vacuum_plus_matter,0.037299197302955056,1.0181251395681596
vacuum_plus_matter,0.01847886443605673,1.0088544008890028
vacuum_plus_matter,4.440892098500626e-15,1.000000000000002
