preset,z,H_code,E_grut,in_domain,status
matter_only,1.9590836273794663,2.110063988076559,6.177634790844747,True,VIABLE
matter_only,1.9187253046084067,2.064700025308146,6.044822707309693,True,VIABLE
matter_only,1.8789174205616268,2.0202743279111255,5.914757583503875,True,VIABLE
matter_only,1.839652467920478,1.9767676471353925,5.78738306485748,True,VIABLE
matter_only,1.8009230417570605,1.9341611270558556,5.66264394687457,True,VIABLE
matter_only,1.762721838137737,1.8924362965502357,5.5404861516464825,True,VIABLE
matter_only,1.725041652745693,1.8515750614401796,5.420856704843369,True,VIABLE
matter_only,1.6878753795222874,1.8115596967923306,5.303703713174038,True,VIABLE
matter_only,1.651216009326923,1.7723728393760947,5.1889763423045485,True,VIABLE
matter_only,1.615056628615208,1.733997480274886,5.076624795226165,True,VIABLE
matter_only,1.5793904181351355,1.6964169576477148,4.9666002910634415,True,VIABLE
matter_only,1.5442106516410514,1.659614949638031,4.858855044313454,True,VIABLE
matter_only,1.5095106946251589,1.6235754674268155,4.75334224450733,True,VIABLE
matter_only,1.4752840030663266,1.588282848426952,4.650016036285404,True,VIABLE
matter_only,1.4415241221959567,1.5537217496159912,4.54883149987756,True,VIABLE
matter_only,1.4082246852806928,1.51987714100446,4.449744631980389,True,VIABLE
matter_only,1.3753794124217218,1.4867342992369421,4.35271232702308,True,VIABLE
matter_only,1.3429821093704577,1.4542788013231964,4.2576923588140065,True,VIABLE
matter_only,1.3110266663603753,1.4224965184966434,4.164643362560222,True,VIABLE
matter_only,1.2795070569547784,1.3913736101976064,4.073524817252189,True,VIABLE
matter_only,1.2484173369102791,1.3608965181787325,3.9842970284062234,True,VIABLE
matter_only,1.2177516430557827,1.3310519607300868,3.8969211111572966,True,VIABLE
matter_only,1.1875041921867586,1.3018269270214478,3.811358973694976,True,VIABLE
matter_only,1.157669279974594,1.2732086715593938,3.7275733010354353,True,VIABLE
matter_only,1.1282412798908208,1.2451847087568078,3.645527539122592,True,VIABLE
matter_only,1.0992146421460158,1.2177428076124812,3.565185879251582,True,VIABLE
matter_only,1.0705838926431737,1.1908709864985412,3.4865132428079093,True,VIABLE
matter_only,1.0423436319453523,1.1645575080534671,3.4094752663157317,True,VIABLE
matter_only,1.014488534257402,1.138790874178513,3.3340382867888816,True,VIABLE
matter_only,0.9870133464215791,1.113559821135388,3.260169327378347,True,VIABLE
matter_only,0.9599128869268594,1.088853314743092,3.1878360833100454,True,VIABLE
matter_only,0.9331820449317643,1.0646605456718443,3.1170069081068568,True,VIABLE
matter_only,0.9068157793005129,1.0409709248320809,3.0476508000889924,True,VIABLE
matter_only,0.8808091176523218,1.0177740788565395,2.9797373891468917,True,VIABLE
matter_only,0.8551571554236685,0.9950598456734788,2.9132369237809357,True,VIABLE
matter_only,0.8298550549433468,0.9728182701691308,2.8481202584024095,True,VIABLE
matter_only,0.804898044520137,0.9510395999375028,2.7843588408901936,True,VIABLE
matter_only,0.7802814175429174,0.9297142811156969,2.721924700397832,True,VIABLE
matter_only,0.7560005315930511,0.9088329543029382,2.660790435405667,True,VIABLE
matter_only,0.7320508075688787,0.8883864505615384,2.6009292020128596,True,VIABLE
matter_only,0.7084277288221505,0.8683657874980556,2.542314702464202,True,VIABLE
matter_only,0.6851268403062374,0.8487621654229416,2.4849211739067156,True,VIABLE
matter_only,0.6621437477359597,0.8295669635869936,2.428723377371108,True,VIABLE
matter_only,0.6394741167588744,0.8107717364929627,2.3736965869732707,True,VIABLE
matter_only,0.6171136721378656,0.7923682102806962,2.319816579331059,True,VIABLE
matter_only,0.5950581969448812,0.7743482791842167,2.2670596231916806,True,VIABLE
matter_only,0.5733035317656698,0.7567040020591705,2.215402469265107,True,VIABLE
matter_only,0.5518455739153612,0.7394275989790996,2.1648223402589757,True,VIABLE
matter_only,0.5306802766647454,0.7225114478990173,2.1152969211105446,True,VIABLE
matter_only,0.5098036484771065,0.7059480813847896,2.0668043494112953,True,VIABLE
matter_only,0.4892117522554629,0.6897301834068471,2.019323206019888,True,VIABLE
matter_only,0.46890070460007527,0.6738505861967705,1.972832505859182,True,VIABLE
matter_only,0.44886667507608147,0.6583022671653165,1.9273116888931427,True,VIABLE
matter_only,0.42910588549111917,0.6430783458804622,1.8827406112794598,True,VIABLE
matter_only,0.40961460918280146,0.6281720811040713,1.8390995366937941,True,VIABLE
matter_only,0.3903891703159106,0.6135768678857925,1.7963691278215845,True,VIABLE
matter_only,0.3714259431891769,0.5992862347128218,1.754530438013406,True,VIABLE
matter_only,0.35272135155151174,0.585293840714166,1.7135649030998898,True,VIABLE
matter_only,0.3342718679275669,0.5715934729180607,1.6734543333622682,True,VIABLE
matter_only,0.3160740129524937,0.5581790435612043,1.6341809056546157,True,VIABLE
matter_only,0.2981243547157717,0.5450445874484724,1.5957271556738868,True,VIABLE
matter_only,0.2804195081139915,0.5321842593617894,1.558075970373866,True,VIABLE
matter_only,0.26295613421246045,0.5195923315168289,1.5212105805191525,True,VIABLE
matter_only,0.24573093961551828,0.5072631910662245,1.4851145533753056,True,VIABLE
matter_only,0.22874067584543956,0.4951913376479612,1.449771785531274,True,VIABLE
matter_only,0.21198213872980665,0.4833713809776204,1.415166495850208,True,VIABLE
matter_only,0.19545216779723984,0.47179803848314145,1.3812832185447514,True,VIABLE
matter_only,0.17914764568136743,0.4604661329807507,1.3481067963728595,True,VIABLE
matter_only,0.16306549753292598,0.44937059039069605,1.3156223739501522,True,VIABLE
matter_only,0.147202690439878,0.43850643749140755,1.2838153911747718,True,VIABLE
matter_only,0.13155623285543894,0.4278687997106796,1.2526715767606258,True,VIABLE
matter_only,0.11612317403390549,0.4174528989524448,1.2221769418748316,True,VIABLE
matter_only,0.10090060347417729,0.40725405145767557,1.1923177738750788,True,VIABLE
matter_only,0.0858856503708707,0.39726766569791166,1.163080630142509,True,VIABLE
matter_only,0.07107548307291545,0.3874892402998649,1.1344523320055797,True,VIABLE
matter_only,0.05646730854953885,0.377914361999501,1.1064199587502306,True,VIABLE
matter_only,0.04205837186353034,0.3685387036239358,1.07897084171148,True,VIABLE
matter_only,0.0278459556516919,0.35935802209941325,1.0520925584413812,True,VIABLE
matter_only,0.013827379612374013,0.3503681564835496,1.025772926948024,True,VIABLE
matter_only,1.1102230246251565e-15,0.34156502601993777,1.0,True,VIABLE
vacuum_plus_matter,1.9590836273794663,0.9910774115646763,4.079407766748665,False,OUT_OF_DOMAIN_HIGH_Z
vacuum_plus_matter,1.9187253046084067,0.974139891599034,4.009690659193749,False,OUT_OF_DOMAIN_HIGH_Z
vacuum_plus_matter,1.8789174205616268,0.9574817354289774,3.9411234505510304,False,OUT_OF_DOMAIN_HIGH_Z
vacuum_plus_matter,1.839652467920478,0.9410984139871732,3.873687498570932,False,OUT_OF_DOMAIN_HIGH_Z
vacuum_plus_matter,1.8009230417570605,0.9249854707843015,3.807364459744731,False,OUT_OF_DOMAIN_HIGH_Z
vacuum_plus_matter,1.762721838137737,0.9091385207540837,3.7421362845505377,False,OUT_OF_DOMAIN_HIGH_Z
vacuum_plus_matter,1.725041652745693,0.8935532491165868,3.6779852127745025,False,OUT_OF_DOMAIN_HIGH_Z
vacuum_plus_matter,1.6878753795222874,0.878225410259514,3.6148937689060587,False,OUT_OF_DOMAIN_HIGH_Z
vacuum_plus_matter,1.651216009326923,0.8631508266372004,3.5528447576060422,False,OUT_OF_DOMAIN_HIGH_Z
vacuum_plus_matter,1.615056628615208,0.8483253876870323,3.4918212592465223,False,OUT_OF_DOMAIN_HIGH_Z
vacuum_plus_matter,1.5793904181351355,0.8337450487630148,3.4318066255212303,False,OUT_OF_DOMAIN_HIGH_Z
vacuum_plus_matter,1.5442106516410514,0.8194058300862194,3.372784475125454,False,OUT_OF_DOMAIN_HIGH_Z
vacuum_plus_matter,1.5095106946251589,0.8053038157118418,3.3147386895043147,False,OUT_OF_DOMAIN_HIGH_Z
vacuum_plus_matter,1.4752840030663266,0.7914351525126119,3.25765340866834,False,OUT_OF_DOMAIN_HIGH_Z
vacuum_plus_matter,1.4415241221959567,0.777796049178292,3.201513027075271,False,OUT_OF_DOMAIN_HIGH_Z
vacuum_plus_matter,1.4082246852806928,0.7643827752310163,3.1463021895770606,False,OUT_OF_DOMAIN_HIGH_Z
vacuum_plus_matter,1.3753794124217218,0.7511916600562141,3.0920057874310287,False,OUT_OF_DOMAIN_HIGH_Z
vacuum_plus_matter,1.3429821093704577,0.7382190919488772,3.038608954374167,False,OUT_OF_DOMAIN_HIGH_Z
vacuum_plus_matter,1.3110266663603753,0.7254615171749251,2.9860970627595926,False,OUT_OF_DOMAIN_HIGH_Z
vacuum_plus_matter,1.2795070569547784,0.7129154390474296,2.9344557197541667,False,OUT_OF_DOMAIN_HIGH_Z
vacuum_plus_matter,1.2484173369102791,0.7005774170174669,2.8836707635963186,False,OUT_OF_DOMAIN_HIGH_Z
vacuum_plus_matter,1.2177516430557827,0.6884440657793631,2.8337282599131135,False,OUT_OF_DOMAIN_HIGH_Z
vacuum_plus_matter,1.1875041921867586,0.6765120543901075,2.784614498095643,False,OUT_OF_DOMAIN_HIGH_Z
vacuum_plus_matter,1.157669279974594,0.6647781054027082,2.7363159877317975,False,OUT_OF_DOMAIN_HIGH_Z
vacuum_plus_matter,1.1282412798908208,0.653238994013272,2.6888194550955355,False,OUT_OF_DOMAIN_HIGH_Z
vacuum_plus_matter,1.0992146421460158,0.6418915472215896,2.6421118396917356,False,OUT_OF_DOMAIN_HIGH_Z
vacuum_plus_matter,1.0705838926431737,0.6307326430050124,2.5961802908557656,False,OUT_OF_DOMAIN_HIGH_Z
vacuum_plus_matter,1.0423436319453523,0.6197592095054143,2.5510121644069073,False,OUT_OF_DOMAIN_HIGH_Z
vacuum_plus_matter,1.014488534257402,0.6089682242290256,2.506595019354765,False,OUT_OF_DOMAIN_HIGH_Z
vacuum_plus_matter,0.9870133464215791,0.5983567132589421,2.462916614657845,True,OUT_OF_DOMAIN_HIGH_Z
vacuum_plus_matter,0.9599128869268594,0.5879217504801034,2.419964906033468,True,OUT_OF_DOMAIN_HIGH_Z
vacuum_plus_matter,0.9331820449317643,0.5776604568165463,2.3777280428181955,True,OUT_OF_DOMAIN_HIGH_Z
vacuum_plus_matter,0.9068157793005129,0.5675699994807384,2.3361943648779886,True,OUT_OF_DOMAIN_HIGH_Z
vacuum_plus_matter,0.8808091176523218,0.5576475912348006,2.2953523995673017,True,OUT_OF_DOMAIN_HIGH_Z
vacuum_plus_matter,0.8551571554236685,0.5478904896634295,2.255190858736332,True,OUT_OF_DOMAIN_HIGH_Z
vacuum_plus_matter,0.8298550549433468,0.5382959964583371,2.2156986357856763,True,OUT_OF_DOMAIN_HIGH_Z
vacuum_plus_matter,0.804898044520137,0.5288614567140221,2.176864802767632,True,OUT_OF_DOMAIN_HIGH_Z
