preset,z,E_lcdm
matter_only,0.05646730854953885,1.027828540365382
matter_only,0.04205837186353034,1.0205097811140587
matter_only,0.0278459556516919,1.0134367172482084
matter_only,0.013827379612374013,1.006602397740544
matter_only,1.1102230246251565e-15,1.0000000000000004
vacuum_plus_matter,1.9590836273794663,2.9743454552711617
vacuum_plus_matter,1.9187253046084067,2.9184441764612337
vacuum_plus_matter,1.8789174205616268,2.8637732777651634
vacuum_plus_matter,1.839652467920478,2.8103090928583607
vacuum_plus_matter,1.8009230417570605,2.75802844191744
vacuum_plus_matter,1.762721838137737,2.7069086205605926
vacuum_plus_matter,1.725041652745693,2.656927388947737
vacuum_plus_matter,1.6878753795222874,2.608062961036021
vacuum_plus_matter,1.651216009326923,2.5602939939865106
vacuum_plus_matter,1.615056628615208,2.5135995777182134
vacuum_plus_matter,1.5793904181351355,2.467959224605819
vacuum_plus_matter,1.5442106516410514,2.42335285931793
vacuum_plus_matter,1.5095106946251589,2.379760808792829
vacuum_plus_matter,1.4752840030663266,2.337163792349219
vacuum_plus_matter,1.4415241221959567,2.2955429119297355
vacuum_plus_matter,1.4082246852806928,2.2548796424754136
vacuum_plus_matter,1.3753794124217218,2.2151558224297085
vacuum_plus_matter,1.3429821093704577,2.1763536443710896
vacuum_plus_matter,1.3110266663603753,2.1384556457736776
vacuum_plus_matter,1.2795070569547784,2.1014446998958407
vacuum_plus_matter,1.2484173369102791,2.0653040067971418
vacuum_plus_matter,1.2177516430557827,2.0300170844845136
vacuum_plus_matter,1.1875041921867586,1.9955677601890263
vacuum_plus_matter,1.157669279974594,1.9619401617751044
vacuum_plus_matter,1.1282412798908208,1.9291187092845574
vacuum_plus_matter,1.0992146421460158,1.8970881066182845
vacuum_plus_matter,1.0705838926431737,1.8658333333590116
vacuum_plus_matter,1.0423436319453523,1.8353396367388943
vacuum_plus_matter,1.014488534257402,1.8055925237563109
vacuum_plus_matter,0.9870133464215791,1.776577753446602
vacuum_plus_matter,0.9599128869268594,1.748281329311956
vacuum_plus_matter,0.9331820449317643,1.720689491916034
vacuum_plus_matter,0.9068157793005129,1.6937887116492893
vacuum_plus_matter,0.8808091176523218,1.6675656816712556
vacuum_plus_matter,0.8551571554236685,1.6420073110363518
vacuum_plus_matter,0.8298550549433468,1.6171007180099704
vacuum_plus_matter,0.804898044520137,1.592833223581768
vacuum_plus_matter,0.7802814175429174,1.569192345183167
vacuum_plus_matter,0.7560005315930511,1.5461657906161073
vacuum_plus_matter,0.7320508075688787,1.5237414522000094
vacuum_plus_matter,0.7084277288221505,1.5019074011437872
vacuum_plus_matter,0.6851268403062374,1.4806518821495198
vacuum_plus_matter,0.6621437477359597,1.4599633082540764
vacuum_plus_matter,0.6394741167588744,1.43983025591459
vacuum_plus_matter,0.6171136721378656,1.4202414603431877
vacuum_plus_matter,0.5950581969448812,1.401185811095795
vacuum_plus_matter,0.5733035317656698,1.3826523479191748
vacuum_plus_matter,0.5518455739153612,1.3646302568595887
vacuum_plus_matter,0.5306802766647454,1.3471088666356532
vacuum_plus_matter,0.5098036484771065,1.3300776452770293
vacuum_plus_matter,0.4892117522554629,1.3135261970296215
vacuum_plus_matter,0.46890070460007527,1.2974442595269042
vacuum_plus_matter,0.44886667507608147,1.2818217012259139
vacuum_plus_matter,0.42910588549111917,1.2666485191053007
vacuum_plus_matter,0.40961460918280146,1.2519148366216757
vacuum_plus_matter,0.3903891703159106,1.2376109019193078
vacuum_plus_matter,0.3714259431891769,1.2237270862870404
vacuum_plus_matter,0.35272135155151174,1.2102538828551201
vacuum_plus_matter,0.3342718679275669,1.1971819055234856
vacuum_plus_matter,0.3160740129524937,1.1845018881119427
vacuum_plus_matter,0.2981243547157717,1.1722046837215891
vacuum_plus_matter,0.2804195081139915,1.1602812642958589
vacuum_plus_matter,0.26295613421246045,1.14872272036862
vacuum_plus_matter,0.24573093961551828,1.1375202609859336
vacuum_plus_matter,0.22874067584543956,1.126665213787333
vacuum_plus_matter,0.21198213872980665,1.1161490252318549
vacuum_plus_matter,0.19545216779723984,1.1059632609535357
vacuum_plus_matter,0.17914764568136743,1.0960996062306776
vacuum_plus_matter,0.16306549753292598,1.0865498665529285
vacuum_plus_matter,0.147202690439878,1.077305968270059
vacuum_plus_matter,0.13155623285543894,1.0683599593063033
vacuum_plus_matter,0.11612317403390549,1.0597040099242396
vacuum_plus_matter,0.10090060347417729,1.0513304135224018
vacuum_plus_matter,0.0858856503708707,1.0432315874511797
vacuum_plus_matter,0.07107548307291545,1.0354000738320015
vacuum_plus_matter,0.05646730854953885,1.027828540365382
vacuum_plus_matter,0.04205837186353034,1.0205097811140587
vacuum_plus_matter,0.0278459556516919,1.0134367172482084
vacuum_plus_matter,0.013827379612374013,1.006602397740544
vacuum_plus_matter,1.1102230246251565e-15,1.0000000000000004
