tau0_s,alpha_vac,l_m,omega_benchmark,slope_self_consistent,slope_controlled,slope_dp_reference,intercept_self_consistent,intercept_controlled,intercept_dp_reference,fit_mass_min_kg,fit_mass_max_kg,benchmark_controlled_t_dp_s,benchmark_controlled_t_grut_s,benchmark_controlled_enhancement,benchmark_self_consistent_t_dp_s,benchmark_self_consistent_t_grut_s,benchmark_self_consistent_enhancement
1322263440000000.0,0.3333333333333333,1e-06,1000.0,-0.6666666666666664,-2.0000000000000004,-1.999999999999999,0.8382689766761653,6.918447193312257,-29.80131004151043,3.088843596477485e-12,3.23745754281764e-07,1.5801195939466587e-12,8.287951353775757e+24,5.245141814281901e+36,1.5801195939466587e-12,6890789.395231181,4.360929021847063e+18
