r_arcsec,kappa_obs,kappa_baseline,kappa_grut,kappa_ratio,gamma_t_obs,gamma_t_baseline,gamma_t_grut,gamma_t_ratio
2.5000000000000018,1.0145059402759922,0.28783272769111995,0.40603795818832095,1.41067334991888,-0.005079828356288142,-0.006768230363783696,-0.004411768284461411,0.6518348293918096
7.500000000000005,1.0904496650800868,0.32384814004462864,0.45650505995875545,1.4096269316101235,0.031211543361418362,-0.02553929866949052,-0.03991860254459321,1.5630265756780681
12.500000000000009,1.0789921558126423,0.32583229465560837,0.44774184932830746,1.3741481635562018,-0.01582686012808506,-0.005880538213828128,0.002239878563736919,-0.38089686390776756
17.500000000000014,0.9016441633748211,0.24619622876231886,0.3269785744299101,1.3281217834801993,-0.0161333103540463,0.05787720831572657,0.09164485892017003,1.58343606381699
22.500000000000018,0.8001764207008482,0.19332725380229848,0.25954247997404883,1.3425033194722964,-0.031191173094846345,0.0767797456874734,0.10864813482732075,1.4150624471923288
27.50000000000002,0.7405022934815336,0.16315913241170082,0.22031156810950536,1.3502864648335546,-0.03532327315329918,0.07560620209919688,0.10406518516239588,1.3764106947980304
32.50000000000002,0.6952801760456219,0.1400163130619118,0.18966282846922283,1.3545766512603323,-0.035471806166577316,0.07447334401361697,0.10153733251362215,1.3634050391916968
37.50000000000003,0.6660747675715337,0.1252167242617412,0.17062466588611044,1.3626347989223289,-0.005826722807130971,0.06866185554233409,0.09258876939897132,1.3484746176410114
42.50000000000003,0.5985925326819952,0.0965121964218541,0.12390988355735302,1.2838779776158429,-0.01711733663207234,0.07928054440415142,0.11382328883479631,1.4357026643832698
47.500000000000036,0.5419349177662248,0.06728214499572178,0.08654063769858948,1.2862348206064518,-0.02627237143337362,0.08965615651727618,0.12484627996207838,1.3925009147366392
52.50000000000004,0.4907210505256544,0.04133227810160518,0.052531593006514624,1.270958084559934,-0.02994751258213709,0.09689506543802702,0.13283624616936676,1.3709289071519055
57.50000000000004,0.44513859743867895,0.01802899351831164,0.022316244800942638,1.237797594096228,-0.032301631787225726,0.10205647809778286,0.13832539890468548,1.3553808781462404
62.50000000000005,0.4172908853111262,0.004353949063443051,0.003578200672541114,0.8218287858681368,-0.03223695545732675,0.09891537636223971,0.1343261583422735,1.357990671241601
67.50000000000006,0.3920552256746615,-0.008563663084267406,-0.013088434057144955,1.528368634818219,-0.030326612443444173,0.09676153040317984,0.13056099235447216,1.349306814500131
72.50000000000006,0.37143170944883136,-0.018761503755208662,-0.02685469021919099,1.4313719502220315,-0.031053545049228647,0.09338191583134298,0.12602560569557983,1.3495718584655578
77.50000000000006,0.3595014253539422,-0.02512544634950878,-0.0346744831532917,1.3800544145942948,-0.026530107174071657,0.08768656077345689,0.11759590230028213,1.3410937920589414
82.50000000000006,0.34388671081545136,-0.03335203502480038,-0.045006420583137946,1.349435515694063,-0.024277340834617217,0.08508442076254134,0.11345210732639563,1.3334063546489259
87.50000000000007,0.3308308232818964,-0.03951433287826082,-0.05385994014165037,1.3630481958935443,-0.022520063655164114,0.08061237758723921,0.1084644258326826,1.3455058525634198
92.50000000000007,0.31815805036623407,-0.0454866078238661,-0.06232885551457417,1.370268272277521,-0.03790253860141492,0.07589664516764984,0.10202571357870192,1.3442717178517574
97.50000000000007,0.31331915851302905,-0.04846666290197244,-0.06535825665260027,1.348519843109322,-0.038314620307988274,0.07280663238692327,0.09618281838257046,1.32107220495266
