preset,anchor,z,H_code,H_phys
matter_only,Planck_67p4,0.11612317403390882,0.4174528989524422,82.37472588236375
matter_only,Planck_67p4,0.09587269113524877,0.4039018734702891,79.70074275200716
matter_only,Planck_67p4,0.07598962472535042,0.39072588294007904,77.10076414153804
matter_only,Planck_67p4,0.056467308549542405,0.3779143619994984,74.5727052197656
matter_only,Planck_67p4,0.037299197302955056,0.3654570195043428,72.11453526613433
matter_only,Planck_67p4,0.01847886443605673,0.3533438301151261,69.72427601053491
matter_only,Planck_67p4,4.440892098500626e-15,0.3415650260199352,67.4
matter_only,SH0ES_73p0,1.945569225593255,2.0948372108397386,447.71304068577456
matter_only,SH0ES_73p0,1.8921260209206823,2.0349798383573825,434.9201964003736
matter_only,SH0ES_73p0,1.8396524679204784,1.9767676471353923,422.4789637345992
matter_only,SH0ES_73p0,1.7881309736288329,1.9201557859335525,410.3797569865023
matter_only,SH0ES_73p0,1.7375442642814827,1.8651006197454727,398.6132503901997
matter_only,SH0ES_73p0,1.6878753795222878,1.8115596967923302,387.17037106170756
matter_only,SH0ES_73p0,1.63910766671688,1.7594917164092998,376.0422921355608
matter_only,SH0ES_73p0,1.5912247753694873,1.7088564978003862,365.22042608702986
matter_only,SH0ES_73p0,1.5442106516410519,1.6596149496380304,354.6964182348847
matter_only,SH0ES_73p0,1.4980495329668146,1.6117290404844997,344.462140419791
matter_only,SH0ES_73p0,1.4527259427715502,1.565161770012675,334.5096848535563
matter_only,SH0ES_73p0,1.4082246852806937,1.5198771410044591,324.8313581345707
matter_only,SH0ES_73p0,1.3645308404256045,1.4758401321056027,315.4196754249102
matter_only,SH0ES_73p0,1.3216297588412718,1.4330166713163213,306.2673547846961
matter_only,SH0ES_73p0,1.2795070569547797,1.3913736101976049,297.36731165941177
matter_only,SH0ES_73p0,1.2381486121628833,1.3508786987736836,288.71265351600533
matter_only,SH0ES_73p0,1.1975405580970806,1.3115005611116037,280.29667462370486
matter_only,SH0ES_73p0,1.1576692799745953,1.2732086715593922,272.1128509755885
matter_only,SH0ES_73p0,1.1185214100337082,1.2359733316247608,264.1548353470521
matter_only,SH0ES_73p0,1.0800838230519068,1.199765647476788,256.4164524874212
matter_only,SH0ES_73p0,1.042343631945354,1.1645575080534654,248.8916944410499
matter_only,SH0ES_73p0,1.0052881834481973,1.1303215637584514,241.5747159943451
matter_only,SH0ES_73p0,0.9689050538702704,1.0970312057307978,234.45983024524952
matter_only,SH0ES_73p0,0.9331820449317658,1.0646605456718425,227.54150429180189
