tau0_s,alpha_vac,l_m,omega_benchmark,slope_self_consistent,slope_controlled,slope_dp_reference,intercept_self_consistent,intercept_controlled,intercept_dp_reference,fit_mass_min_kg,fit_mass_max_kg,benchmark_controlled_t_dp_s,benchmark_controlled_t_grut_s,benchmark_controlled_enhancement,benchmark_self_consistent_t_dp_s,benchmark_self_consistent_t_grut_s,benchmark_self_consistent_enhancement
1.0,0.3333333333333333,1e-06,1000.0,-0.6666666666666662,-1.999999999999998,-1.999999999999998,-9.242609683358182,-23.324188352496506,-29.80131004151043,1e-18,1e-06,1.5801195939466586e-18,4.740363522198758e-12,3000003.0,1.5801195939466586e-18,5.7199247669694185e-06,3619931547512.0366
