z,fsigma8_compare
1.9890339683968157,0.2758881274931723
1.978108021410006,0.2771447205066294
1.9672220125165127,0.2784018372184216
1.9563757957288725,0.2796594949538684
1.9455692255932555,0.2809177109209621
1.9348021571875145,0.28217650221185986
1.9240744461192438,0.28343588580436285
1.9133859485238416,0.2846958785633829
1.9027365210625797,0.28595649724239824
1.8921260209206836,0.28721775848489606
1.8815543058054147,0.28847967882580355
1.8710212339441634,0.28974227469290814
1.8605266640825486,0.2910055624082653
1.850070455482522,0.2922695581895955
1.839652467920481,0.2935342781516694
1.8292725616853889,0.2947997383076832
1.8189305975769012,0.2960659545706217
1.8086264369034977,0.2973329427546116
1.7983599414806233,0.29860071857626397
1.7881309736288364,0.29986929765600573
1.7779393961719596,0.3011386955194016
1.7677850724352426,0.30240892759846527
1.7576678662435272,0.30368000923296073
1.7475876419194227,0.30495195567169375
1.7375442642814871,0.30622478207379333
1.7275375986424115,0.30749850350998376
1.7175675108072164,0.3087731349638469
1.7076338670714502,0.31004869133307544
1.6977365342193975,0.3113251874307164
1.6878753795222927,0.3126026379864057
1.6780502707365388,0.31388105764759383
1.6682610761019347,0.31516046098076284
1.6585076643399081,0.3164408624726333
1.6487899046517556,0.31772227653136476
1.6391076667168867,0.31900471748774567
1.629460820691079,0.3202881995963757
1.6198492372047344,0.32157273703684036
1.6102727873611462,0.3228583439148763
1.6007313427347682,0.32414503426352864
1.5912247753694948,0.32543282204430235
1.581752957776943,0.32672172114830256
1.572315762934744,0.3280117453973699
1.5629130642848406,0.3293029085452067
1.5535447357317866,0.33059522427849647
1.5442106516410603,0.33188870621801514
1.5349106868373754,0.33318336791973663
1.525644716603006,0.33447922287592885
1.5164126166761118,0.3357762845162452
1.5072142632490713,0.3370745662088071
1.498049532966823,0.3383740812612807
1.488918302925212,0.339674842921947
1.4798204506693384,0.34097686438076413
1.4707558541919177,0.3422801587704246
1.4617243919316438,0.3435847391674054
1.4527259427715595,0.3448906185930111
1.4437603860374324,0.34619781001441235
1.4348276014961336,0.3475063263456761
1.4259274693540296,0.3488161804487921
1.4170598702553736,0.35012738513469166
1.4082246852807039,0.3514399531642616
1.3994217959452517,0.352753897249351
1.39065108419735,0.35406923005377533
1.381912432416852,0.3553859641943109
1.3732057234135517,0.35670411224168747
1.3645308404256147,0.3580236867215733
1.3558876671180111,0.35934470011555586
1.3472760875809549,0.3606671648621172
1.3386959863283514,0.3619910933576037
1.330147248296246,0.3633164979571916
1.3216297588412829,0.36464339097584725
1.3131434037391672,0.3659717846892823
1.304688069183134,0.3673016913349045
1.2962636417824194,0.36863312311276364
1.287870008560743,0.36996609218649323
1.2795070569547917,0.3713006106842471
1.271174674812709,0.3726366906996322
1.2628727503925932,0.3739743442926369
1.2546011723609967,0.37531358349055477
1.2463598297914347,0.37665442028890467
1.2381486121628957,0.3779968666523467
1.2299674093583621,0.3793409345155936
1.2218161116633306,0.38068663578431916
1.2136946097643424,0.3820339823360622
1.2056027947475179,0.38338298602112686
1.1975405580970935,0.3847336586634799
1.1895077916939698,0.38608601206164306
1.181504387814258,0.38744005798958353
1.1735302391278397,0.3887958081975999
1.1655852386969219,0.39015327441320524
1.1576692799746087,0.39151246834200687
1.1497822568034683,0.39287340166858287
1.1419240634141112,0.3942360860573554
1.1340945944237713,0.39560053315346194
1.1262937448348929,0.39696675458362146
1.118521410033722,0.39833476195700057
1.1107774857889043,0.3997045668660741
1.1030618682500877,0.4010761808874852
1.0953744539465267,0.4024496155829014
1.0877151397856992,0.4038248824998689
1.0800838230519205,0.4052019931726639
1.0724804014049676,0.4065809591231418
1.0649047728787053,0.4079617918615836
1.0573568358797205,0.40934450288754093
1.0498364891859593,0.41072910369067844
1.0423436319453683,0.41211560575161355
1.0348781636745432,0.41350402054275454
1.027439984257382,0.4148943595291378
1.0200289939437401,0.4162866341692605
1.012645093348095,0.417680855915915
1.005288183448212,0.41907703621701803
0.9979581655838172,0.42047518651644106
0.990654941455273,0.42187531825483665
0.983378413122262,0.42327744287046504
0.9761284830024712,0.424681571800019
0.9689050538702852,0.4260877164794462
0.9617080288554818,0.4274958883447714
0.954537311441932,0.4289060988329175
0.947392805466307,0.43031835938252333
0.9402744151167881,0.43173268143476473
0.9331820449317811,0.4331490764341686
0.9261155997986381,0.43456755582943196
0.9190749849523787,0.4359881310742355
0.9120601059744229,0.43741081362805934
0.9050708687913218,0.4388356149569963
0.8981071796734978,0.44026254653456476
0.8911689452339877,0.44169161984252314
0.8842560724271888,0.44312284637167915
0.8773684685476129,0.44455623762270297
0.8705060412286414,0.4459918051069387
0.863668698441288,0.4474295603472147
0.8568563484929639,0.4488695148786537
0.850068900026248,0.45031168024948376
0.8433062620176626,0.45175606802184887
0.8365683437764515,0.45320268977261874
0.8298550549433648,0.4546515570941989
0.8231663054894462,0.45610268159534156
0.8165020057148271,0.45755607490195566
0.8098620662475213,0.45901174865791794
0.80324639804223,0.46046971452588403
0.7966549123791438,0.4619299841880994
0.7900875208627551,0.4633925693472117
0.7835441354206729,0.4648574817270831
0.7770246683024407,0.4663247330736035
0.7705290320783598,0.46779433515550317
0.7640571396383176,0.4692662997651683
0.7576089041906187,0.4707406387194553
0.7511842392608212,0.47221736386050744
0.744783058690577,0.47369648705657136
0.7384052766364766,0.4751780202028152
0.7320508075688974,0.4766619752221477
0.7257195662708571,0.4781483640660385
0.7194114678368706,0.4796371987153388
0.7131264276718119,0.4811284911811052
0.7068643614897789,0.4826222535054233
0.7006251853129637,0.4841184977622332
0.6944088154705259,0.48561723605815627
0.6882151685974713,0.48711848053332457
0.6820441616335331,0.4886222433622103
0.6758957118220585,0.490128536754458
0.669769736708898,0.4916373729557192
0.6636661541413014,0.49314876424848697
0.6575848822668142,0.4946627229529344
0.6515258395321815,0.496179261427754
0.6454889446822529,0.49769839207099953
0.6394741167588944,0.4992201273209302
0.633481275099901,0.5007444796568561
0.627510339337916,0.5022714615999883
0.6215612293993531,0.5038010857142879
0.6156338655033227,0.5053333646073216
0.6097281681605613,0.5068683109311158
0.6038440581723663,0.5084059373830164
0.5979814566295338,0.5099462567065501
0.5921402849113,0.5114892816922885
0.5863204646842868,0.513035025178714
0.5805219179014514,0.5145835000530923
0.5747445668010405,0.516134719252343
0.5689883339055464,0.5176886957639167
0.5632531420206677,0.5192454426266754
0.5575389142342759,0.5208049729317725
0.5518455739153818,0.5223672998235417
0.5461730447131092,0.5239324365003842
0.5405212505556709,0.5255003962156631
0.5348901156493475,0.527071192278599
0.5292795644774722,0.5286448380551704
0.5236895217994177,0.5302213469690179
0.5181199126495868,0.5318007325023524
0.5125706623364072,0.5333830081968657
0.5070416964413305,0.5349681876546476
0.5015329408178333,0.5365562845391053
0.4960443215904231,0.5381473125758872
0.4905757651536482,0.5397412855538118
0.48512719817110983,0.5413382173258007
0.47969854757447883,0.5429381218098145
0.4742897405625164,0.5445410129897966
0.4689007046000968,0.5461469049166184
0.46353136741723544,0.5477558117090308
0.4581816570081194,0.5493677475546199
0.4528515016301411,0.5509827267107686
0.44754082980293797,0.5526007635056228
0.44224957030743184,0.5542218723390611
0.43697765218487516,0.5558460676836727
0.4317250047358989,0.5574733640857377
0.42649155751956447,0.5591037761662153
0.42127724035241965,0.5607373186217356
0.41608198330755597,0.562374006225598
0.4109057167136725,0.5640138538287744
0.40574837115414053,0.5656568763609202
0.40060987746607357,0.5673030888313882
0.39549016673939863,0.5689525063302513
0.3903891703159328,0.5706051440293295
0.3853068197884628,0.5722610171832241
0.38024304699982725,0.5739201411303574
0.375197784042002,0.5755825312940203
0.37017096325519083,0.5772482031834241
0.36516251722691706,0.5789171723947613
0.3601723787911193,0.5805894546122712
0.3552004810272522,0.5822650656093146
0.35024675725938703,0.5839440212494524
0.34531114105531935,0.5856263374875347
0.3403935662256765,0.5873120303707944
0.33549396682303145,0.5890011160399495
0.33061227714101693,0.5906936107303125
0.3257484317134458,0.5923895307729076
0.32090236531343197,0.594088892595594
0.31607401295251614,0.5957917127242007
0.3112633098797939,0.5974980077836645
0.30647019158104793,0.5992077944991788
0.30169459377788277,0.6009210896973523
0.29693645242686206,0.6026379103073705
0.29219570371865067,0.6043582733621709
0.28747228407715797,0.6060821959996242
0.2827661301586868,0.6078096954637261
0.2780771788510821,0.6095407891057933
0.27340536727288556,0.6112754943856749
0.26875063277249267,0.6130138288729683
0.26411291292731165,0.6147558102482454
0.2594921455429269,0.6165014563042892
0.2548882686522649,0.6182507849473379
0.250301220514763,0.6200038141983412
0.24573093961554138,0.6217605621942238
0.2411773646645785,0.6235210471891608
0.23664043459588902,0.6252852875558619
0.2321200885667043,0.6270533017868661
0.22761626595665763,0.628825108495848
0.2231289063669697,0.6306007264189316
0.21865794961964014,0.632380174416018
0.21420333575663997,0.634163471472123
0.2097650050391071,0.6359506366987244
0.20534289794654548,0.6377416893351209
0.20093695517602694,0.6395366487498035
0.1965471176413962,0.6413355344418378
0.1921733264724781,0.6431383660422569
0.18781552301428794,0.6449451633154677
0.1834736488262454,0.6467559461606665
0.17914764568139052,0.6485707346132709
0.17483745556560315,0.6503895488463605
0.17054302067682414,0.6522124091721312
0.16626428342428134,0.6540393360433616
0.162001186427716,0.6558703500548946
0.15775367251661487,0.6577054719451282
0.1535216847294416,0.659544722597523
0.14930516631287438,0.6613881230421207
0.14510406072104454,0.6632356944570781
0.14091831161477741,0.6650874581702124
0.13674786286083762,0.6669434356605636
0.1325926585311763,0.6688036485599681
0.1284526429021806,0.670668118654649
0.12432776045392657,0.6725368678868191
0.12021795586943496,0.6744099183563003
0.11612317403392858,0.6762872923221563
0.11204336003409465,0.6781690122043427
0.10797845915734627,0.6800551005853702
0.10392841689109078,0.6819455802119839
0.099893178921997,0.6838404739968608
0.09587269113526853,0.6857398050203203
0.0918668996139167,0.6876435965320524
0.08787575063803765,0.6895518719528624
0.0838991906840929,0.6914646548764319
0.07993716642419035,0.6933819690710981
0.07598962472536996,0.6953038384816483
0.07205651264889124,0.6972302872311337
0.06813777744952221,0.6991613396226989
0.06423336657483336,0.7010970201414325
0.060343227664492405,0.7030373534562324
0.056467308549561945,0.704982364421692
0.05260555725180027,0.7069320780800041
0.04875792198296325,0.708886519662885
0.04492435114411175,0.7108457145935148
0.041104793324917344,0.7128096884885011
0.03729919730297482,0.7147784671598608
0.033507512043114085,0.7167520766170208
0.029729686696716495,0.718730543068841
0.025965670601032054,0.7207138929256576
0.022215413278501073,0.7227021528013461
0.018478864436076492,0.7246953495154068
0.014755973964549307,0.7266935100950717
0.01104669193787755,0.7286966617774325
0.007350968612515718,0.730704832011592
0.0036687544267481886,0.7327180484608362
2.4202861936828413e-14,0.7347363390048315
