r_arcsec,kappa_obs,kappa_baseline,kappa_grut,kappa_ratio,gamma_t_obs,gamma_t_baseline,gamma_t_grut,gamma_t_ratio
7.503751875937968,0.7725482959205027,0.28424126198314364,0.3861362126488006,1.3584805033397989,0.04994538922373632,-0.0048348371075984786,-0.006813683329848376,1.4092891194079575
22.511255627813906,0.9336246135303617,0.3648315741451346,0.4952322774410776,1.3574271322362794,0.3098641133309254,-0.054985335595974724,-0.07199044366747537,1.3092662413930147
37.51875937968984,0.762060282413337,0.2791402235659489,0.373357895509224,1.337528109491592,0.14633449939875215,0.048492808507771164,0.06865503515468598,1.4157776640980433
52.52626313156578,0.7390597894955588,0.2675303601224754,0.35701082164542536,1.3344684374587834,-0.0066226197082410645,0.029225153516915525,0.04414170664400237,1.5104011897988197
67.53376688344171,0.6570439428840881,0.22569474470161238,0.2920923709905001,1.2941921681724182,0.013158170897174318,0.051116984364913104,0.07686952086498851,1.5037960830442112
82.54127063531764,0.5321565913436046,0.1637148270820528,0.21907391699443265,1.3381434100934197,-0.004004164334270568,0.0877379970277316,0.11528261190256364,1.3139416878427932
97.54877438719359,0.4566664822479986,0.12602185686487022,0.16874065569999938,1.3389792842120662,-0.017229983680927576,0.09391982561923605,0.12384975948615187,1.3186753560239337
112.55627813906952,0.42438445878791825,0.10946640375490681,0.14091578961590334,1.2872971503787694,-0.03010724610333562,0.08519452818877474,0.11747961340954108,1.3789572629503715
127.56378189094546,0.39431806351346377,0.09442748236715615,0.12051620725819712,1.2762831777045787,-0.03360039499951214,0.07909676415035957,0.10904916009620685,1.3786804209703074
142.5712856428214,0.353392255289907,0.0746222531025829,0.10191869707845852,1.3657949584871327,-0.021708330177076546,0.0817714922219232,0.10491621412673978,1.2830414521726363
157.57878939469734,0.30678945574227906,0.051219270840700055,0.06862847996059895,1.3398956844591612,-0.00732692353996154,0.08799801368127465,0.1156721227126993,1.3144856102281943
172.58629314657327,0.2559699060554962,0.02592924732020422,0.03597709440654909,1.387510171902118,-0.014868882679870467,0.09656915192634803,0.1264658376776578,1.3095883639333556
187.5937968984492,0.2171490896526361,0.006452007497528431,0.009475127442361495,1.4685549336374966,-0.017478325091766358,0.09963722592661996,0.13143567611948623,1.3191422673317394
202.60130065032513,0.1921428134504546,-0.006077288322262317,-0.0073393194490059,1.2076635268595883,-0.03265922192730617,0.09831859132537189,0.1302032599713629,1.3242994861518416
217.6088044022011,0.173078429306692,-0.01553511694389107,-0.01968786478811939,1.2673135876110233,-0.03643962808759592,0.09393725837300312,0.12403041773396083,1.3203538178798526
232.61630815407702,0.1569554016975386,-0.023627006745605098,-0.03060392380413869,1.295294157810802,-0.02541305496296438,0.08861892189577586,0.11774808207737839,1.328701360369303
247.62381190595295,0.14277535850460776,-0.03072543341377092,-0.04013051423627672,1.3061008349613876,-0.02142438158889148,0.08537187563199941,0.11379052053921689,1.3328806436175509
262.6313156578289,0.1302774281513354,-0.03699041006999258,-0.04854075618372561,1.3122524484556313,-0.019098830964946387,0.08305870594519328,0.11094064153632544,1.3356895014657488
277.6388194097048,0.11923038163457399,-0.042515069640985066,-0.055958062625848064,1.3161936014307685,-0.01727814310124251,0.08134855322114135,0.108822393173529,1.3377299148480442
292.64632316158077,0.10934210400583523,-0.04747092337793208,-0.06266259616066724,1.3200205873770163,-0.01657049012474679,0.0797590887451866,0.10663524903534412,1.336966742135447
