# canon_hash: 0590b719443d6302cb1d02f70d5f4c299bc4ebb27be6256e4eb385eb0e8936e5
# repro_hash: 53a297fb7b7e5e9f21d6d10f22b2195cb3482fde5751d0c6660aa21ebeff14d8
# output_digest: d888aac58cdbd266fa9b30b135d8eab536c4055f004dd5ae5673b6008da91a25
# preset: matter_only
# alpha_mem: 0.3333333333333333
# idx0: 299
# H0_code: 0.34156502601993227
z,H_code,E_z
0.3853068197884628,0.6097365153039236,1.7851257267432936
0.38024304699982725,0.6059176998905262,1.773945380037731
0.375197784042002,0.6021203011645658,1.762827734972575
0.37017096325519083,0.598344199298169,1.7517724407277346
0.36516251722691706,0.5945892751129336,1.740779148384577
0.3601723787911193,0.5908554100762617,1.7298475109151894
0.3552004810272522,0.5871424862977103,1.718977183171696
0.35024675725938703,0.5834503865253607,1.7081678218756304
0.34531114105531935,0.5797789941422073,1.6974190856073594
0.3403935662256765,0.5761281931625629,1.6867306347955617
0.33549396682303145,0.5724978682284835,1.6761021317067601
0.33061227714101693,0.56888790460621,1.6655332404349037
0.3257484317134458,0.5652981881826288,1.655023626891005
0.32090236531343197,0.5617286054617494,1.6445729587928284
0.31607401295251614,0.5581790435611997,1.6341809056546288
0.3112633098797939,0.5546493902087388,1.6238471387769422
0.30647019158104793,0.5511395337387869,1.6135713312364268
0.30169459377788277,0.5476493630889729,1.6033531578757554
0.29693645242686206,0.5441787677966989,1.5931922952935555
0.29219570371865067,0.5407276379957213,1.5830884218344028
0.28747228407715797,0.5372958644127489,1.573041217578859
0.2827661301586868,0.5338833383640578,1.563050364333562
0.2780771788510821,0.5304899517521233,1.5531155456213663
0.27340536727288556,0.527115597062267,1.543236446671524
0.26875063277249267,0.5237601673593214,1.5334127544099232
0.26411291292731165,0.5204235562843103,1.5236441574493653
0.2594921455429269,0.517105658051145,1.5139303460798965
0.2548882686522649,0.5138063674433366,1.5042710122591798
0.250301220514763,0.5105255798107246,1.494665849602917
0.24573093961554138,0.5072631910662198,1.4851145533753156
0.2411773646645785,0.5040190976825649,1.4756168204796019
0.23664043459588902,0.5007931966891083,1.4661723494485766
0.2321200885667043,0.49758538566859445,1.4567808404352192
0.22761626595665763,0.4943955627539691,1.447441995203333
0.2231289063669697,0.49122362662519975,1.438155517118237
0.21865794961964014,0.4880694765061105,1.4289211111374993
0.21420333575663997,0.4849330121612322,1.4197384838017155
0.2097650050391071,0.48181413389266675,1.410607343225328
0.20534289794654548,0.47871274253696666,1.4015273990874904
0.20093695517602694,0.4756287394620281,1.3924983626229708
0.1965471176413962,0.47256202656399887,1.3835199466131003
0.1921733264724781,0.4695125062642,1.3745918653767593
0.18781552301428794,0.4664800815060617,1.3657138347614077
0.1834736488262454,0.4634646557520732,1.3568855721341546
0.17914764568139052,0.4604661329807458,1.3481067963728668
0.17483745556560315,0.45748441768359027,1.33937722785732
0.17054302067682414,0.4545194148621068,1.3306965884603859
0.16626428342428134,0.4515710300247892,1.3220646015392614
0.162001186427716,0.4486391691841416,1.3134809919267347
0.15775367251661487,0.44572373885370825,1.3049454859224894
0.1535216847294416,0.44282464604511684,1.2964578112844478
0.14930516631287438,0.4399417982651337,1.2880176972201498
0.14510406072104454,0.4370751035127324,1.2796248743781704
0.14091831161477741,0.434224470276174,1.2712790748395726
0.13674786286083762,0.4313898075301012,1.2629800321093974
0.1325926585311763,0.4285710247326422,1.2547274811081877
0.1284526429021806,0.42576803182252926,1.2465211581635505
0.12432776045392657,0.4229807392162275,1.2383608010017517
0.12021795586943496,0.42020905780507567,1.2302461487393446
0.11612317403392858,0.4174528989524396,1.2221769418748358
0.11204336003409465,0.4147121744908757,1.2141529222803826
0.10797845915734627,0.4119867967193065,1.2061738331935212
0.10392841689109078,0.40927667840020787,1.1982394192089334
0.099893178921997,0.4065817327568061,1.1903494262702403
0.09587269113526853,0.40390187347028655,1.18250360166183
0.0918668996139167,0.40123701467701334,1.1747016940007167
0.08787575063803765,0.39858707096575907,1.1669434532284322
0.0838991906840929,0.39595195737494465,1.159228630602943
0.07993716642419035,0.3933315893898905,1.1515569786906033
0.07598962472536996,0.3907258829400764,1.1439282513581333
0.07205651264889124,0.3881347543964129,1.1363422037646296
0.06813777744952221,0.38555812056852085,1.1287985923536015
0.06423336657483336,0.38299589870202166,1.121297174845037
0.060343227664492405,0.38044800647583676,1.113837710227497
