# canon_hash: 0590b719443d6302cb1d02f70d5f4c299bc4ebb27be6256e4eb385eb0e8936e5
# repro_hash: 53a297fb7b7e5e9f21d6d10f22b2195cb3482fde5751d0c6660aa21ebeff14d8
# output_digest: d888aac58cdbd266fa9b30b135d8eab536c4055f004dd5ae5673b6008da91a25
# preset: matter_only
# alpha_mem: 0.3333333333333333
# idx0: 299
# H0_code: 0.34156502601993227
# anchor_name: SH0ES_73p0
# H0_km_s_Mpc: 73.0
# scale_H: 213.72211567041418
z,H_km_s_Mpc
1.3131434037391672,304.46738725112294
1.304688069183134,302.6774544591432
1.2962636417824194,300.8975009696748
1.287870008560743,299.1274716474633
1.2795070569547917,297.3673116594142
1.271174674812709,295.61696647293235
1.2628727503925932,293.8763818542703
1.2546011723609967,292.14550386688546
1.2463598297914347,290.4242788698063
1.2381486121628957,288.71265351600766
1.2299674093583621,287.0105747507949
1.2218161116633306,285.3179898101961
1.2136946097643424,283.6348462193642
1.2056027947475179,281.9610917909873
1.1975405580970935,280.29667462370725
1.1895077916939698,278.64154310054727
1.181504387814258,276.99564588734853
1.1735302391278397,275.3589319312143
1.1655852386969219,273.73135045896305
1.1576692799746087,272.11285097559073
1.1497822568034683,270.50338326273965
1.1419240634141112,268.9028973771776
1.1340945944237713,267.31134364928386
1.1262937448348929,265.7286726815443
1.118521410033722,264.1548353470542
1.1107774857889043,262.5897827880294
1.1030618682500877,261.0334664143257
1.0953744539465267,259.4858379019656
1.0877151397856992,257.9468491916746
1.0800838230519205,256.4164524874233
1.0724804014049676,254.8946002549796
1.0649047728787053,253.3812452204671
1.0573568358797205,251.87634036893226
1.0498364891859593,250.37983894291918
1.0423436319453683,248.89169444105192
1.0348781636745432,247.41186061662472
1.027439984257382,245.94029147619975
1.0200289939437401,244.4769412782126
1.012645093348095,243.02176453158535
1.005288183448212,241.57471599434706
0.9979581655838172,240.1357506722617
0.990654941455273,238.70482381746388
0.983378413122262,237.2818909271015
0.9761284830024712,235.86690774198638
0.9689050538702852,234.45983024525137
0.9617080288554818,233.0606146610156
0.954537311441932,231.66921745305646
0.947392805466307,230.28559532348905
0.9402744151167881,228.9097052114525
0.9331820449317811,227.54150429180362
0.9261155997986381,226.18094997381786
0.9190749849523787,224.82799989989658
0.9120601059744229,223.48261194428227
0.9050708687913218,222.1447442117799
0.8981071796734978,220.81435503648578
0.8911689452339877,219.49140298052293
0.8842560724271888,218.17584683278375
0.8773684685476129,216.86764560767864
0.8705060412286414,215.5667585438924
0.863668698441288,214.273145103147
0.8568563484929639,212.98676496897036
0.850068900026248,211.70757804547307
0.8433062620176626,210.43554445613054
0.8365683437764515,209.1706245425725
0.8298550549433648,207.91277886337863
0.8231663054894462,206.66196819288092
0.8165020057148271,205.41815351997238
0.8098620662475213,204.18129604692217
0.80324639804223,202.9513571881973
0.7966549123791438,201.7282985692905
0.7900875208627551,200.5120820255544
0.7835441354206729,199.30266960104223
0.7770246683024407,198.10002354735445
0.7705290320783598,196.90410632249203
0.7640571396383176,195.71488058971522
0.7576089041906187,194.53230921640935
0.7511842392608212,193.35635527295588
0.744783058690577,192.18698203161037
0.7384052766364766,191.02415296538553
0.7320508075688974,189.86783174694116
0.7257195662708571,188.7179822474796
0.7194114678368706,187.5745685356471
0.7131264276718119,186.43755487644145
0.7068643614897789,185.3069057301249
0.7006251853129637,184.1825857511434
0.6944088154705259,183.0645597870516
0.6882151685974713,181.95279287744336
0.6820441616335331,180.8472502528881
0.6758957118220585,179.74789733387297
0.669769736708898,178.6546997297507
0.6636661541413014,177.56762323769263
0.6575848822668142,176.48663384164814
0.6515258395321815,175.4116977113089
0.6454889446822529,174.34278120107905
0.6394741167588944,173.27985084905083
0.633481275099901,172.2228733759857
0.627510339337916,171.1718156843006
0.6215612293993531,170.1266448570602
0.6156338655033227,169.08732815697394
0.6097281681605613,168.05383302539877
0.6038440581723663,167.02612708134708
0.5979814566295338,166.00417812049994
0.5921402849113,164.98795411422557
0.5863204646842868,163.977423208603
0.5805219179014514,162.97255372345103
0.5747445668010405,161.9733141513622
0.5689883339055464,160.979673156742
0.5632531420206677,159.9915995748531
0.5575389142342759,159.00906241086474
0.5518455739153818,158.03203083890696
0.5461730447131092,157.06047420113018
0.5405212505556709,156.09436200676927
0.5348901156493475,155.13366393121308
0.5292795644774722,154.17834981507846
0.5236895217994177,153.22838966328942
0.5181199126495868,152.28375364416107
0.5125706623364072,151.34441208848835
0.5070416964413305,150.4103354886396
0.5015329408178333,149.4814944976548
0.4960443215904231,148.5578599283488
0.4905757651536482,147.6394027524189
0.48512719817110983,146.72609409955743
0.47969854757447883,145.81790525656868
0.4742897405625164,144.91480766649073
0.4689007046000968,144.01677292772177
0.46353136741723544,143.12377279315083
0.4581816570081194,142.2357791692933
0.4528515016301411,141.35276411543072
0.44754082980293797,140.47469984275526
0.44224957030743184,139.60155871351853
