m_kg,l_m,tau0_s,omega,policy,alpha_vac,X,alpha_eff,t_dp_s,t_grut_s,enhancement
1e-09,1e-06,41900000.0,100000.0,controlled,0.3333333333333333,4190000000000.0,1.8986752942472036e-26,1.5801195939466587e-12,83222212809860.81,5.266830000000001e+25
